"","Chromosome","Position","Name"
"42",1,32171519,"R:A-MEXP-192:RP11-277A4"
"43",1,32468118,"R:A-MEXP-192:RP11-390B02"
"44",1,32770497,"R:A-MEXP-192:RP11-114B7"
"45",1,33046725,"R:A-MEXP-192:RP11-4P6"
"46",1,33790776,"R:A-MEXP-192:RP11-51A20"
"47",1,34184152,"R:A-MEXP-192:RP11-161A11_1"
"48",1,34821917,"R:A-MEXP-192:RP11-327P22"
"49",1,34886841,"R:A-MEXP-192:RP11-118E03"
"50",1,36711117,"R:A-MEXP-192:RP11-219O7"
"51",1,36739998,"R:A-MEXP-192:RP11-219O07"
"52",1,37176445,"R:A-MEXP-192:RP11-1049A18"
"53",1,38923718,"R:A-MEXP-192:RP11-192A12_1"
"54",1,39046163,"R:A-MEXP-192:RP11-1011B11"
"55",1,39204397,"R:A-MEXP-192:RP11-113D13"
"56",1,39969518,"R:A-MEXP-192:RP11-204L3"
"57",1,40383962,"R:A-MEXP-192:RP11-1060H15"
"58",1,41925656,"R:A-MEXP-192:RP11-1055L15"
"59",1,42090167,"R:A-MEXP-192:RP11-88O2_1"
"60",1,42946618,"R:A-MEXP-192:RP11-342M1"
"61",1,43817430,"R:A-MEXP-192:RP11-184I16"
"62",1,44418883,"R:A-MEXP-192:RP11-182I23"
"63",1,45265049,"R:A-MEXP-192:RP11-1040L17"
"64",1,45297324,"R:A-MEXP-192:RP11-62B23_1"
"65",1,46321910,"R:A-MEXP-192:RP11-322N21"
"66",1,46823997,"R:A-MEXP-192:RP11-8J9"
"67",1,47620139,"R:A-MEXP-192:RP11-52I2_1"
"68",1,47941732,"R:A-MEXP-192:RP11-330M19"
"69",1,48856741,"R:A-MEXP-192:RP11-428D12"
"70",1,50462496,"R:A-MEXP-192:RP11-1049F03"
"71",1,51595421,"R:A-MEXP-192:RP11-253A20"
"72",1,52265861,"R:A-MEXP-192:RP11-1013O06"
"73",1,52266699,"R:A-MEXP-192:RP11-_SEQ_MOVED_443O16"
"74",1,52294994,"R:A-MEXP-192:RP11-450J3"
"75",1,53504110,"R:A-MEXP-192:RP11-117D22"
"76",1,54039750,"R:A-MEXP-192:RP11-195G13_1"
"77",1,55004519,"R:A-MEXP-192:RP11-399G2"
"78",1,55004541,"R:A-MEXP-192:RP11-547K22"
"79",1,55025712,"R:A-MEXP-192:RP11-1011G14"
"80",1,55153450,"R:A-MEXP-192:RP11-55M23_1"
"81",1,55722141,"R:A-MEXP-192:RP11-1012H14"
"82",1,56315143,"R:A-MEXP-192:RP11-210E5"
"83",1,56347640,"R:A-MEXP-192:RP11-179F24"
"84",1,56405449,"R:A-MEXP-192:RP11-1004M15"
"85",1,57290024,"R:A-MEXP-192:RP11-1049P12"
"86",1,57320110,"R:A-MEXP-192:RP11-149K24"
"87",1,57405142,"R:A-MEXP-192:RP11-1041L10"
"88",1,58248934,"R:A-MEXP-192:RP11-1014E02"
"89",1,58368792,"R:A-MEXP-192:RP11-12L18_1"
"90",1,58679911,"R:A-MEXP-192:RP11-342F23"
"91",1,59878756,"R:A-MEXP-192:RP11-37M11"
"92",1,60993913,"R:A-MEXP-192:RP11-8F24_1"
"93",1,61084838,"R:A-MEXP-192:RP11-110A23_2"
"94",1,61450277,"R:A-MEXP-192:RP11-432N11"
"95",1,61680293,"R:A-MEXP-192:RP11-430G17"
"96",1,63162258,"R:A-MEXP-192:RP11-5P4"
"97",1,63401504,"R:A-MEXP-192:RP11-30A5_1"
"98",1,64049994,"R:A-MEXP-192:RP11-265C4_1"
"99",1,64166728,"R:A-MEXP-192:RP11-246N19"
"100",1,65549817,"R:A-MEXP-192:RP11-272A1"
"101",1,65592704,"R:A-MEXP-192:RP11-1001K14"
"102",1,69155023,"R:A-MEXP-192:RP11-412F21"
"103",1,69433720,"R:A-MEXP-192:RP11-111N18_1"
"104",1,71130135,"R:A-MEXP-192:RP11-1026M22"
"105",1,71866993,"R:A-MEXP-192:RP11-175G14"
"106",1,72752555,"R:A-MEXP-192:RP11-261J10"
"107",1,72915279,"R:A-MEXP-192:RP11-1012O01"
"108",1,74414341,"R:A-MEXP-192:RP11-250D8"
"109",1,74828474,"R:A-MEXP-192:RP11-1017L22"
"110",1,75174098,"R:A-MEXP-192:RP11-25F16"
"111",1,75425075,"R:A-MEXP-192:RP11-114K16_1"
"112",1,77428804,"R:A-MEXP-192:RP11-80G24"
"113",1,77754846,"R:A-MEXP-192:RP11-306I4"
"114",1,78263226,"R:A-MEXP-192:RP11-412N22"
"115",1,78320021,"R:A-MEXP-192:RP11-1022F17"
"116",1,78696115,"R:A-MEXP-192:RP11-198H14"
"117",1,78893214,"R:A-MEXP-192:RP11-143H12"
"118",1,79199315,"R:A-MEXP-192:RP11-1008H08"
"119",1,79386424,"R:A-MEXP-192:RP11-1022N14"
"120",1,79681532,"R:A-MEXP-192:RP11-267M21_1"
"121",1,80866079,"R:A-MEXP-192:RP11-89A19"
"122",1,82124443,"R:A-MEXP-192:RP11-6B16_1"
"123",1,82443799,"R:A-MEXP-192:RP11-398N17"
"124",1,82480121,"R:A-MEXP-192:RP11-1041C24"
"125",1,82952756,"R:A-MEXP-192:RP11-246O4"
"126",1,82980744,"R:A-MEXP-192:RP11-78E18"
"127",1,83433920,"R:A-MEXP-192:RP11-338F23"
"128",1,84479228,"R:A-MEXP-192:RP11-254E16_1"
"129",1,84547815,"R:A-MEXP-192:RP11-1008A10"
"130",1,84667459,"R:A-MEXP-192:RP11-118B23"
"131",1,85634141,"R:A-MEXP-192:RP11-473A22"
"132",1,85634151,"R:A-MEXP-192:RP11-469D8"
"133",1,88031403,"R:A-MEXP-192:RP11-125P20_1"
"134",1,88566293,"R:A-MEXP-192:RP11-427B20"
"135",1,89775700,"R:A-MEXP-192:RP11-413E1"
"136",1,90286241,"R:A-MEXP-192:RP11-298P9"
"137",1,94421595,"R:A-MEXP-192:RP11-148B18"
"138",1,94576577,"R:A-MEXP-192:RP11-366L18"
"139",1,95516920,"R:A-MEXP-192:RP11-14O19"
"140",1,95695632,"R:A-MEXP-192:RP11-146P11"
"141",1,96807527,"R:A-MEXP-192:RP11-122C9"
"142",1,97831945,"R:A-MEXP-192:RP11-128G13"
"143",1,98674862,"R:A-MEXP-192:RP11-17C2"
"144",1,99649838,"R:A-MEXP-192:RP11-413P11"
"145",1,99667772,"R:A-MEXP-192:RP11-138K16"
"146",1,101160093,"R:A-MEXP-192:RP11-421L21"
"147",1,101397325,"R:A-MEXP-192:RP11-182H2"
"148",1,101675908,"R:A-MEXP-192:RP11-178M11_1"
"149",1,102305737,"R:A-MEXP-192:RP11-202K23"
"150",1,102707654,"R:A-MEXP-192:RP11-1006C13"
"151",1,105378828,"R:A-MEXP-192:RP11-118G19"
"152",1,106012867,"R:A-MEXP-192:RP11-90H3"
"153",1,106421423,"R:A-MEXP-192:RP11-162H15_1"
"154",1,106797401,"R:A-MEXP-192:RP11-91A21_1"
"155",1,108087142,"R:A-MEXP-192:RP11-28P8"
"156",1,109569526,"R:A-MEXP-192:RP11-480G12"
"157",1,109973081,"R:A-MEXP-192:RP11-96F24_1"
"158",1,110410560,"R:A-MEXP-192:RP11-1016H02"
"159",1,110535977,"R:A-MEXP-192:RP11-260A24_1"
"160",1,110807794,"R:A-MEXP-192:RP11-284N8_1"
"161",1,110896304,"R:A-MEXP-192:RP11-395G11"
"162",1,111044322,"R:A-MEXP-192:RP11-150K20_1"
"163",1,111836450,"R:A-MEXP-192:RP11-1012N15"
"164",1,112219915,"R:A-MEXP-192:RP11-82A16"
"165",1,112222084,"R:A-MEXP-192:RP11-88H9"
"166",1,112869186,"R:A-MEXP-192:RP11-72M14"
"167",1,113215387,"R:A-MEXP-192:RP11-31F15"
"168",1,114738403,"R:A-MEXP-192:RP11-254K1_1"
"169",1,115066073,"R:A-MEXP-192:RP11-1013O12"
"170",1,115660870,"R:A-MEXP-192:RP11-130B18_1"
"171",1,117190758,"R:A-MEXP-192:RP11-27K13"
"172",1,118214732,"R:A-MEXP-192:RP11-1009B03"
"173",1,118453796,"R:A-MEXP-192:RP11-63I1"
"174",1,119411859,"R:A-MEXP-192:RP11-418J17"
"175",1,119769310,"R:A-MEXP-192:RP11-1014J07"
"176",1,119870182,"R:A-MEXP-192:RP11-29M22_1"
"177",1,142391262,"R:A-MEXP-192:RP11-326G21"
"178",1,142890039,"R:A-MEXP-192:RP11-_SEQ_MOVED_386I21"
"179",1,142927643,"R:A-MEXP-192:RP11-315I20"
"180",1,142951680,"R:A-MEXP-192:RP11-30I17_1"
"181",1,142963204,"R:A-MEXP-192:RP11-105E14"
"182",1,144267502,"R:A-MEXP-192:RP11-533N14"
"183",1,144434473,"R:A-MEXP-192:RP11-401E10"
"184",1,144800047,"R:A-MEXP-192:RP11-301M17"
"185",1,148093425,"R:A-MEXP-192:RP11-71L20"
"186",1,148108418,"R:A-MEXP-192:RP11-1054G11"
"187",1,148463174,"R:A-MEXP-192:RP11-98D18"
"188",1,150501121,"R:A-MEXP-192:RP11-216N14"
"189",1,150704923,"R:A-MEXP-192:RP11-422P24"
"190",1,151657111,"R:A-MEXP-192:RP11-307C12"
"191",1,152086108,"R:A-MEXP-192:RP11-98F1"
"192",1,152892647,"R:A-MEXP-192:RP11-172I6"
"193",1,153162420,"R:A-MEXP-192:RP11-1055N19"
"194",1,154602567,"R:A-MEXP-192:RP11-206M24"
"195",1,155087075,"R:A-MEXP-192:RP11-518H3"
"196",1,155656176,"R:A-MEXP-192:RP11-393K10"
"197",1,155878279,"R:A-MEXP-192:RP11-137M19_1"
"198",1,156557891,"R:A-MEXP-192:RP11-190A12"
"199",1,157289291,"R:A-MEXP-192:RP11-97G24_1"
"200",1,157634507,"R:A-MEXP-192:RP11-8D14_1"
"201",1,157885411,"R:A-MEXP-192:RP11-137A12"
"202",1,158226243,"R:A-MEXP-192:RP11-5K23"
"203",1,159088706,"R:A-MEXP-192:RP11-395A02"
"204",1,159178208,"R:A-MEXP-192:RP11-260G23_1"
"205",1,159688698,"R:A-MEXP-192:RP11-430G6"
"206",1,159833215,"R:A-MEXP-192:RP11-522G14"
"207",1,160910437,"R:A-MEXP-192:RP11-541J2"
"208",1,161238326,"R:A-MEXP-192:RP11-355F24"
"209",1,161968726,"R:A-MEXP-192:RP11-80D6"
"210",1,162274054,"R:A-MEXP-192:RP11-306I1"
"211",1,162771851,"R:A-MEXP-192:RP11-193J5_1"
"212",1,163831013,"R:A-MEXP-192:RP11-277B15"
"213",1,163890988,"R:A-MEXP-192:RP11-234M3_1"
"214",1,164335785,"R:A-MEXP-192:RP11-28D10"
"215",1,164391010,"R:A-MEXP-192:RP11-1049M03"
"216",1,164524458,"R:A-MEXP-192:RP11-167M6"
"217",1,164727486,"R:A-MEXP-192:RP11-249C5_1"
"218",1,164986073,"R:A-MEXP-192:RP11-171H24"
"219",1,166448615,"R:A-MEXP-192:RP11-_SEQ_MOVED_1006P21"
"220",1,166889029,"R:A-MEXP-192:RP11-184N12"
"221",1,167475790,"R:A-MEXP-192:RP11-_SEQ_MOVED_214H6"
"222",1,168594760,"R:A-MEXP-192:RP11-277C14"
"223",1,169637333,"R:A-MEXP-192:RP11-125J13_1"
"224",1,171094200,"R:A-MEXP-192:RP11-177M16_1"
"225",1,171853400,"R:A-MEXP-192:RP11-137N24"
"226",1,172254419,"R:A-MEXP-192:RP11-1055F22"
"227",1,172762656,"R:A-MEXP-192:RP11-415M1"
"228",1,173917833,"R:A-MEXP-192:RP11-4J2_1"
"229",1,174439998,"R:A-MEXP-192:RP11-163L4"
"230",1,176407506,"R:A-MEXP-192:RP11-12M5"
"231",1,177558708,"R:A-MEXP-192:RP11-46A10"
"232",1,178287529,"R:A-MEXP-192:RP11-_SEQ_MOVED_410D23"
"233",1,178287544,"R:A-MEXP-192:RP11-_SEQ_MOVED_410E24"
"234",1,178691296,"R:A-MEXP-192:RP11-538D16"
"235",1,179030161,"R:A-MEXP-192:RP11-196B7_1"
"236",1,179439699,"R:A-MEXP-192:RP11-71D4"
"237",1,179565158,"R:A-MEXP-192:RP11-212K9_1"
"238",1,180384080,"R:A-MEXP-192:RP11-293B7"
"239",1,181886487,"R:A-MEXP-192:RP11-118P13"
"240",1,182448520,"R:A-MEXP-192:RP11-162L13_1"
"241",1,182553255,"R:A-MEXP-192:RP11-1020G08_1"
"242",1,183372625,"R:A-MEXP-192:RP11-391A08"
"243",1,183908427,"R:A-MEXP-192:RP11-108M21"
"244",1,184717073,"R:A-MEXP-192:RP11-134C1"
"245",1,184877834,"R:A-MEXP-192:RP11-1049P03"
"246",1,185871258,"R:A-MEXP-192:RP11-336D15"
"247",1,186033943,"R:A-MEXP-192:RP11-271G3"
"248",1,186717333,"R:A-MEXP-192:RP11-445K1"
"249",1,187357750,"R:A-MEXP-192:RP11-463J7"
"250",1,188607241,"R:A-MEXP-192:RP11-440G22"
"251",1,188882345,"R:A-MEXP-192:RP11-142L4"
"252",1,189820405,"R:A-MEXP-192:RP11-239J11"
"253",1,191662957,"R:A-MEXP-192:RP11-435N12"
"254",1,191987583,"R:A-MEXP-192:RP11-173E24"
"255",1,192985203,"R:A-MEXP-192:RP11-552K17"
"256",1,193382189,"R:A-MEXP-192:RP11-1045D15"
"257",1,194119093,"R:A-MEXP-192:RP11-75C23"
"258",1,194899108,"R:A-MEXP-192:RP11-1009D24"
"259",1,195068869,"R:A-MEXP-192:RP11-404H1"
"260",1,196293642,"R:A-MEXP-192:RP11-152M20"
"261",1,196801571,"R:A-MEXP-192:RP11-249C10_1"
"262",1,197013934,"R:A-MEXP-192:RP11-469A15"
"263",1,197877387,"R:A-MEXP-192:RP11-150L7_1"
"264",1,198812719,"R:A-MEXP-192:RP11-246J15"
"265",1,198883756,"R:A-MEXP-192:RP11-572A16"
"266",1,198982247,"R:A-MEXP-192:RP11-_SEQ_MOVED_488H21"
"267",1,199232706,"R:A-MEXP-192:RP11-65I22_1"
"268",1,199439615,"R:A-MEXP-192:RP11-480I12"
"269",1,200326964,"R:A-MEXP-192:RP11-70G20"
"270",1,201133618,"R:A-MEXP-192:RP11-563I16"
"271",1,201303314,"R:A-MEXP-192:RP11-148K15_1"
"272",1,201459681,"R:A-MEXP-192:RP11-155F3_1"
"273",1,201635643,"R:A-MEXP-192:RP11-243M13"
"274",1,201725291,"R:A-MEXP-192:RP11-536L3"
"275",1,201807723,"R:A-MEXP-192:RP11-383G10"
"276",1,201828409,"R:A-MEXP-192:RP11-324K4"
"277",1,201973848,"R:A-MEXP-192:RP11-390G11"
"278",1,202189657,"R:A-MEXP-192:RP11-249H15"
"279",1,202428508,"R:A-MEXP-192:RP11-219P13_1"
"280",1,202446965,"R:A-MEXP-192:RP11-1016G15"
"281",1,203028089,"R:A-MEXP-192:RP11-534L20"
"282",1,203409711,"R:A-MEXP-192:RP11-564A8"
"283",1,203599007,"R:A-MEXP-192:RP11-145I13_1"
"284",1,204133558,"R:A-MEXP-192:RP11-57I17_2"
"285",1,204773022,"R:A-MEXP-192:RP11-45F21"
"286",1,204934379,"R:A-MEXP-192:RP11-59A2"
"287",1,205660421,"R:A-MEXP-192:RP11-385M4"
"288",1,205973642,"R:A-MEXP-192:RP11-167J2_1"
"289",1,206105456,"R:A-MEXP-192:RP11-1055I10"
"290",1,206402345,"R:A-MEXP-192:RP11-104A2"
"291",1,207724463,"R:A-MEXP-192:RP11-123O6_1"
"292",1,208181379,"R:A-MEXP-192:RP11-354K1"
"293",1,208244682,"R:A-MEXP-192:RP11-1049P17"
"294",1,208301430,"R:A-MEXP-192:RP11-216F1"
"295",1,208471580,"R:A-MEXP-192:RP11-216F01"
"296",1,209301196,"R:A-MEXP-192:RP11-193P21_1"
"297",1,209626324,"R:A-MEXP-192:RP11-286E7"
"298",1,209801014,"R:A-MEXP-192:RP11-434B7"
"299",1,210882448,"R:A-MEXP-192:RP11-74E6_1"
"300",1,210952202,"R:A-MEXP-192:RP11-402D7"
"301",1,211461944,"R:A-MEXP-192:RP11-323K10"
"302",1,212007838,"R:A-MEXP-192:RP11-438G15"
"303",1,212033827,"R:A-MEXP-192:RP11-124A11_1"
"304",1,212474660,"R:A-MEXP-192:RP11-131M16"
"305",1,213531712,"R:A-MEXP-192:RP11-66M7"
"306",1,213537353,"R:A-MEXP-192:RP11-260A10_1"
"307",1,213682833,"R:A-MEXP-192:RP11-66M07"
"308",1,213693614,"R:A-MEXP-192:RP11-241C9"
"309",1,215588846,"R:A-MEXP-192:RP11-211K12"
"310",1,215800629,"R:A-MEXP-192:RP11-392O17"
"311",1,215864598,"R:A-MEXP-192:RP11-492K2"
"312",1,217020451,"R:A-MEXP-192:RP11-332J14"
"313",1,218522509,"R:A-MEXP-192:RP11-149C8"
"314",1,218544610,"R:A-MEXP-192:RP11-149C08"
"315",1,218943087,"R:A-MEXP-192:RP11-_SEQ_MOVED_374H21"
"316",1,219330046,"R:A-MEXP-192:RP11-1049B12"
"317",1,219658088,"R:A-MEXP-192:RP11-239E10"
"318",1,219765989,"R:A-MEXP-192:RP11-1020E19"
"319",1,220130541,"R:A-MEXP-192:RP11-105I12"
"320",1,221002858,"R:A-MEXP-192:RP11-100E13"
"321",1,222361826,"R:A-MEXP-192:RP11-192M1_1"
"322",1,223317724,"R:A-MEXP-192:RP11-_SEQ_MOVED_485H1"
"323",1,223343604,"R:A-MEXP-192:RP11-566P1"
"324",1,223371345,"R:A-MEXP-192:RP11-375H24"
"325",1,225906986,"R:A-MEXP-192:RP11-1001P10"
"326",1,227145019,"R:A-MEXP-192:RP11-1003L01"
"327",1,227396732,"R:A-MEXP-192:RP11-A99J16"
"328",1,228453987,"R:A-MEXP-192:RP11-347P15"
"329",1,228506406,"R:A-MEXP-192:RP11-336M13"
"330",1,228573532,"R:A-MEXP-192:RP11-409F13"
"331",1,228674477,"R:A-MEXP-192:RP11-1066A03"
"332",1,228674508,"R:A-MEXP-192:RP11-_SEQ_MOVED_1047B13"
"333",1,228681622,"R:A-MEXP-192:RP11-1017D14_2"
"334",1,228715813,"R:A-MEXP-192:RP11-317K3"
"335",1,228798890,"R:A-MEXP-192:RP11-210E16_1"
"336",1,229024562,"R:A-MEXP-192:RP11-87P4"
"337",1,229940875,"R:A-MEXP-192:RP11-528D17"
"338",1,230927584,"R:A-MEXP-192:RP11-155C15_1"
"339",1,232131193,"R:A-MEXP-192:RP11-509I1"
"340",1,232219795,"R:A-MEXP-192:RP11-1017M17"
"341",1,234898731,"R:A-MEXP-192:RP11-433N10"
"342",1,235839836,"R:A-MEXP-192:RP11-130I13_1"
"343",1,235850819,"R:A-MEXP-192:RP11-359A17"
"344",1,236198104,"R:A-MEXP-192:RP11-1001I09"
"345",1,237932252,"R:A-MEXP-192:RP11-210F08"
"346",1,238025750,"R:A-MEXP-192:RP11-194F13_1"
"347",1,238261760,"R:A-MEXP-192:RP11-553N16"
"348",1,239147584,"R:A-MEXP-192:RP11-212E22_1"
"349",1,239599385,"R:A-MEXP-192:RP11-411G13"
"350",1,240626378,"R:A-MEXP-192:RP11-1015N18"
"351",1,240651316,"R:A-MEXP-192:RP11-516J18"
"352",1,240750908,"R:A-MEXP-192:RP11-13L16"
"353",1,241481691,"R:A-MEXP-192:RP11-399B15"
"354",1,243471732,"R:A-MEXP-192:RP11-551G24"
"355",1,244273234,"R:A-MEXP-192:RP11-438H8"
"356",2,146760,"R:A-MEXP-192:RP11-469G5"
"357",2,178917,"R:A-MEXP-192:RP11-541H10"
"358",2,212047,"R:A-MEXP-192:RP11-560J14"
"359",2,731429,"R:A-MEXP-192:RP11-496J19"
"360",2,830427,"R:A-MEXP-192:RP11-516I15"
"361",2,1482633,"R:A-MEXP-192:RP11-364B17"
"362",2,4637009,"R:A-MEXP-192:RP11-513H7"
"363",2,4731056,"R:A-MEXP-192:RP11-567G4"
"364",2,6951750,"R:A-MEXP-192:RP11-555N13"
"365",2,7134713,"R:A-MEXP-192:RP11-447O24"
"366",2,8629878,"R:A-MEXP-192:RP11-543B1"
"367",2,8639083,"R:A-MEXP-192:RP11-434B12"
"368",2,8657100,"R:A-MEXP-192:RP11-343I9"
"369",2,8675117,"R:A-MEXP-192:RP11-370B14"
"370",2,8812748,"R:A-MEXP-192:RP11-568N9"
"371",2,8814516,"R:A-MEXP-192:RP11-327F6"
"372",2,8837758,"R:A-MEXP-192:RP11-368B17"
"373",2,8893850,"R:A-MEXP-192:RP11-398I20"
"374",2,8943524,"R:A-MEXP-192:RP11-303M14"
"375",2,9366850,"R:A-MEXP-192:RP11-459A4"
"376",2,9420641,"R:A-MEXP-192:RP11-452F15"
"377",2,9512629,"R:A-MEXP-192:RP11-532P2"
"378",2,9602020,"R:A-MEXP-192:RP11-542H9"
"379",2,9602039,"R:A-MEXP-192:RP11-557A1"
"380",2,9920027,"R:A-MEXP-192:RP11-392K24"
"381",2,9970409,"R:A-MEXP-192:RP11-299H10"
"382",2,10082727,"R:A-MEXP-192:RP11-338K3"
"383",2,11327091,"R:A-MEXP-192:RP11-_SEQ_MOVED_548N7"
"384",2,11755682,"R:A-MEXP-192:RP11-340M14"
"385",2,11801539,"R:A-MEXP-192:RP11-329A7"
"386",2,11917683,"R:A-MEXP-192:RP11-400G6"
"387",2,11977642,"R:A-MEXP-192:RP11-363O19"
"388",2,17670959,"R:A-MEXP-192:RP11-427D2"
"389",2,17703114,"R:A-MEXP-192:RP11-345I8"
"390",2,17792765,"R:A-MEXP-192:RP11-325P7"
"391",2,20297914,"R:A-MEXP-192:RP11-461G23"
"392",2,20322065,"R:A-MEXP-192:RP11-430C4_1"
"393",2,20357741,"R:A-MEXP-192:RP11-327N17_1"
"394",2,20614884,"R:A-MEXP-192:RP11-373G10"
"395",2,20794403,"R:A-MEXP-192:RP11-329G24"
"396",2,20966388,"R:A-MEXP-192:RP11-310O5"
"397",2,21120490,"R:A-MEXP-192:RP11-426M3"
"398",2,23986749,"R:A-MEXP-192:RP11-575F23"
"399",2,24112069,"R:A-MEXP-192:RP11-462B4"
"400",2,26226379,"R:A-MEXP-192:RP11-156M23_1"
"401",2,26892374,"R:A-MEXP-192:RP11-439E13"
"402",2,26915446,"R:A-MEXP-192:RP11-435G14"
"403",2,27139379,"R:A-MEXP-192:RP11-365J10"
"404",2,28445199,"R:A-MEXP-192:RP11-377G9"
"405",2,28547151,"R:A-MEXP-192:RP11-558L2"
"406",2,30135083,"R:A-MEXP-192:RP11-290I24"
"407",2,30235825,"R:A-MEXP-192:RP11-317C6"
"408",2,30293693,"R:A-MEXP-192:RP11-289J7"
"409",2,31296515,"R:A-MEXP-192:RP11-354I21"
"410",2,31402669,"R:A-MEXP-192:RP11-315D24"
"411",2,32854381,"R:A-MEXP-192:RP11-424N16"
"412",2,32957566,"R:A-MEXP-192:RP11-355A13"
"413",2,36668695,"R:A-MEXP-192:RP11-309F8"
"414",2,36691078,"R:A-MEXP-192:RP11-326N24"
"415",2,36830921,"R:A-MEXP-192:RP11-316D17"
"416",2,36982647,"R:A-MEXP-192:RP11-323F21"
"417",2,39008833,"R:A-MEXP-192:RP11-361L12"
"418",2,39128975,"R:A-MEXP-192:RP11-304F6"
"419",2,39476027,"R:A-MEXP-192:RP11-364K10"
"420",2,39597416,"R:A-MEXP-192:RP11-395B14"
"421",2,42277885,"R:A-MEXP-192:RP11-381J7"
"422",2,42317969,"R:A-MEXP-192:RP11-379A23"
"423",2,42391940,"R:A-MEXP-192:RP11-299C5"
"424",2,42471205,"R:A-MEXP-192:RP11-364J21"
"425",2,44393690,"R:A-MEXP-192:RP11-303H20"
"426",2,44500662,"R:A-MEXP-192:RP11-380H12"
"427",2,44524872,"R:A-MEXP-192:RP11-315G14"
"428",2,44530232,"R:A-MEXP-192:RP11-298E6"
"429",2,44538075,"R:A-MEXP-192:RP11-302I9"
"430",2,44744777,"R:A-MEXP-192:RP11-501K1"
"431",2,44910995,"R:A-MEXP-192:RP11-538G12"
"432",2,46441304,"R:A-MEXP-192:RP11-426E7"
"433",2,46525286,"R:A-MEXP-192:RP11-355F8"
"434",2,49959951,"R:A-MEXP-192:RP11-344E15"
"435",2,50031821,"R:A-MEXP-192:RP11-412J16"
"436",2,50059991,"R:A-MEXP-192:RP11-325B15"
"437",2,50202951,"R:A-MEXP-192:RP11-333A4"
"438",2,50994179,"R:A-MEXP-192:RP11-490B5"
"439",2,51022905,"R:A-MEXP-192:RP11-509H23"
"440",2,53624426,"R:A-MEXP-192:RP11-570N24"
"441",2,53714379,"R:A-MEXP-192:RP11-463E11"
"442",2,53723027,"R:A-MEXP-192:RP11-469J17"
"443",2,53749674,"R:A-MEXP-192:RP11-459G11"
"444",2,53749675,"R:A-MEXP-192:RP11-534D18"
"445",2,54667568,"R:A-MEXP-192:RP11-371O20"
"446",2,55658889,"R:A-MEXP-192:RP11-554J4"
"447",2,58302528,"R:A-MEXP-192:RP11-307E23"
"448",2,60569664,"R:A-MEXP-192:RP11-335K20"
"449",2,60613261,"R:A-MEXP-192:RP11-399P7"
"450",2,60653604,"R:A-MEXP-192:RP11-426O16"
"451",2,60653606,"R:A-MEXP-192:RP11-426N15"
"452",2,60940623,"R:A-MEXP-192:RP11-344M12"
"453",2,61571774,"R:A-MEXP-192:RP11-355B11"
"454",2,61616806,"R:A-MEXP-192:RP11-306A19"
